age,id_number,phone,children,seniority_months,net_salary,other_income,household_income,fixed_expenses,existing_loans,existing_loan_amount_remaining,existing_loan_monthly,account_number,savings,assets_value,credit_amount,credit_duration_months,dti,risk_score,default,dti_risk,score_group_Bon,score_group_Moyen,score_group_Risque élevé,score_group_Très risqué,credit_type_encoded,contract_type_encoded
40,10000169,217734634,3,14,3711,0,3711,1001,True,18112,255,1441706462554026,1766,0,6531,44,0.1087124274270596,0.329873503565287,0,0,True,False,False,False,,1.0
42,10000170,243486016,3,126,1613,0,1613,1985,False,0,0,3558243017646448,3025,125993,2222,30,0.0459185782186402,0.2029613556519942,0,0,True,False,False,False,,1.0
36,10000171,214438720,0,37,2089,0,2089,976,False,0,0,9880315388824527,378,0,6810,17,0.1917607636640103,0.3356859924404447,0,0,True,False,False,False,,1.0
29,10000172,271263503,0,16,2209,0,2209,1714,True,418,20,9050404333353849,21402,0,5373,34,0.0805927622293824,0.248624610550422,0,0,True,False,False,False,,1.0
35,10000173,216785951,2,219,2029,0,2029,664,False,0,0,5163211197871809,912,0,18092,43,0.2073652962279505,0.3219530923985403,0,0,True,False,False,False,,1.0
65,10000174,258368724,1,34,2540,0,2540,491,False,0,0,3391373265306011,87,2081,21577,64,0.132732529527559,0.4312826979378238,1,0,False,True,False,False,,3.0
53,10000175,236724061,0,105,1350,0,1350,1476,False,0,0,9875617868800230,1886,33501,2699,62,0.0322461170848267,0.3871947431302269,0,0,False,True,False,False,,
55,10000176,246772637,0,17,1059,1147,2206,1478,False,0,0,915618298036577,3155,6238,3328,31,0.0486649314187114,0.2804182023065806,0,0,True,False,False,False,,
70,10000177,259439358,0,152,2256,527,2783,1519,True,21431,281,4491609365952014,2200,111527,8211,8,0.4697718289615523,0.5162006854293666,1,0,False,False,True,False,,1.0
45,10000178,272306347,1,18,2276,0,2276,325,False,0,0,9118941843368750,458,149597,31804,39,0.3582984092650173,0.5118584698142141,1,0,False,False,True,False,,3.0
74,10000179,277796914,0,37,639,0,639,224,False,0,0,9263223998213745,2213,0,7728,15,0.8062597809076683,0.6678212253061504,1,1,False,False,False,True,,3.0
26,10000180,263276690,2,18,22,0,22,263,True,2030,30,5611404288605053,1375,0,12909,15,40.48181818181818,1.0,1,1,False,False,False,True,,3.0
55,10000181,295283260,0,12,1620,0,1620,737,False,0,0,7666081126003083,936,16954,7692,82,0.0579042457091237,0.4170686290672863,0,0,False,True,False,False,,3.0
56,10000182,226625933,0,9,1522,122,1644,1468,False,0,0,5669106271531234,16876,12565,823,25,0.0200243309002433,0.2919513381995133,0,0,True,False,False,False,,1.0
75,10000183,214102122,1,48,3371,0,3371,1627,False,0,0,5506882691776829,1456,126532,14213,14,0.3011611645548163,0.3723745367273228,0,0,False,True,False,False,,1.0
69,10000184,242472381,0,160,2133,545,2678,963,False,0,0,3844013480873543,2650,6770,1663,34,0.0182642885384176,0.0612452225102139,0,0,False,False,False,False,,1.0
70,10000185,259991642,1,56,2375,0,2375,391,False,0,0,7882603359101570,884,0,1870,18,0.0437426900584795,0.1476968903641609,0,0,False,False,False,False,,1.0
55,10000186,275603845,0,261,1431,0,1431,1018,False,0,0,9085991449207492,3989,0,3630,56,0.0452979934112009,0.274827792752321,0,0,True,False,False,False,,
69,10000187,289731181,1,139,1678,0,1678,477,False,0,0,6999699648997184,2779,0,11271,24,0.2798718712753277,0.3052807763136858,0,0,True,False,False,False,,1.0
73,10000188,269874989,2,12,728,0,728,1329,False,0,0,2859693259140849,1296,2241,16847,55,0.4207542457542457,0.7767495004995004,1,0,False,False,False,True,,
46,10000189,233834879,0,22,1207,163,1370,662,True,26883,323,9323123426698069,12413,106113,3191,28,0.3189520333680917,0.4500625651720542,0,0,False,True,False,False,,
69,10000190,273697356,0,41,543,0,543,721,False,0,0,872617607234838,4045,0,39362,72,1.006803765091058,0.93134048145196,1,1,False,False,False,True,,
29,10000191,288769733,0,55,508,72,580,1387,False,0,0,9359538280405612,3363,74399,6247,55,0.1958307210031347,0.6793887368095721,1,0,False,False,False,True,,
54,10000192,283998759,0,222,2843,0,2843,1619,False,0,0,9965082695826418,1661,60960,4990,11,0.1595625619544015,0.2826855477646353,0,0,True,False,False,False,,1.0
51,10000193,256943979,1,46,420,622,1042,1275,True,28978,284,6965613087612385,2366,165121,2432,42,0.328123571885568,0.5702982993301928,1,0,False,False,True,False,,3.0
32,10000194,256204319,0,73,3150,0,3150,885,False,0,0,9514346823948400,3771,0,576,13,0.014065934065934,0.0477692307692307,0,0,False,False,False,False,,1.0
56,10000195,231946425,0,352,777,0,777,291,True,17208,193,2730086966101683,3986,7027,10983,36,0.641033891033891,0.690012866888322,1,1,False,False,False,True,,2.0
27,10000196,244716747,3,43,1172,0,1172,259,False,0,0,1139500168094149,12063,0,12594,62,0.1733182869096113,0.260923575672407,0,0,True,False,False,False,,
64,10000197,222132198,2,14,846,0,846,1010,False,0,0,1507628397620534,937,8811,2161,33,0.077405258256322,0.4733611165618566,1,0,False,True,False,False,,
33,10000198,248261364,1,95,532,147,679,362,False,0,0,4077794620726629,1225,16010,5239,54,0.1428844160802923,0.2903685861602758,0,0,True,False,False,False,,1.0
54,10000199,213684342,0,42,1104,0,1104,1041,False,0,0,2508177602991406,6855,278131,11190,28,0.3619953416149069,0.513729194891525,1,0,False,False,True,False,,2.0
33,10000200,261883966,0,144,3251,0,3251,301,False,0,0,8841333731255235,1503,2337,116752,162,0.2216829769377703,0.2999865590504448,0,0,True,False,False,False,,1.0
39,10000201,216664050,0,78,1957,0,1957,1066,True,23504,427,6178170321192061,18940,94175,10169,19,0.4916763036871688,0.3783772153941317,0,0,False,True,False,False,,1.0
58,10000202,231865061,3,267,1015,0,1015,335,False,0,0,3638527789561337,1601,41808,19404,80,0.2389655172413793,0.4785926942296879,1,0,False,True,False,False,,2.0
67,10000203,286807176,0,199,1586,0,1586,769,False,0,0,1844490295026480,1724,9552,19168,58,0.2083750054354916,0.3380927654379967,1,0,True,False,False,False,,1.0
67,10000204,238765353,2,44,1297,0,1297,346,False,0,0,1644037341678127,3250,0,105064,335,0.2418071554333191,0.4805516360120143,1,0,False,True,False,False,,
37,10000205,239709238,0,160,1829,762,2591,1250,False,0,0,7822102179821348,2463,11310,33262,35,0.3667861278050394,0.4042710855086456,0,0,False,True,False,False,,1.0
44,10000206,296889858,0,53,1595,0,1595,710,False,0,0,6298579736383182,18680,142590,6107,19,0.2015179013364131,0.2973783204091734,0,0,True,False,False,False,,
37,10000207,240214026,0,26,2408,0,2408,374,False,0,0,8560539707986617,2169,90064,500,78,0.0026620666155549,0.174362168838913,0,0,False,False,False,False,,3.0
39,10000208,237746963,0,456,1632,0,1632,961,False,0,0,7067368205068212,2431,0,5671,53,0.065563725490196,0.3788333730883044,1,0,False,True,False,False,,2.0
34,10000209,246115786,2,384,1132,0,1132,1367,True,11188,141,2355216505871469,851,11934,7129,26,0.3667776569720032,0.7539796710185973,1,0,False,False,False,True,,2.0
71,10000210,297454571,0,20,456,0,456,711,False,0,0,2182192596790898,10322,45757,13111,22,1.3069178628389155,0.9492051609346734,1,1,False,False,False,True,,
67,10000211,264963125,0,26,2582,0,2582,260,True,14545,181,4369984802205093,2522,7126,1652,57,0.0813255058638074,0.1476347724462201,0,0,False,False,False,False,,1.0
70,10000212,278891441,0,7,1475,0,1475,325,False,0,0,8694842495988114,22840,119793,32778,70,0.3174624697336561,0.370678319868616,0,0,False,True,False,False,,
39,10000213,212691381,1,134,3618,1212,4830,1500,False,0,0,5788707152386767,8971,57708,9013,61,0.0305909106336761,0.0597742866295672,0,0,False,False,False,False,,1.0
45,10000214,211194267,1,107,714,0,714,757,False,0,0,3820974619177987,2213,26151,26549,42,0.8853207949846605,0.696491498294233,1,1,False,False,False,True,,1.0
66,10000215,273632249,0,191,4363,0,4363,1173,False,0,0,6829968722589370,21927,0,16845,40,0.0965218886087554,0.0789365115746046,0,0,False,False,False,False,,1.0
53,10000216,227758896,1,13,1200,0,1200,862,True,20050,211,8580623504056695,1050,0,179695,252,0.7700628306878308,0.8646064919047289,1,1,False,False,False,True,,2.0
58,10000217,296888739,0,9,2145,0,2145,1060,False,0,0,7900124825544286,13398,5738,8130,12,0.3158508158508158,0.3504662004662005,0,0,False,True,False,False,,3.0
58,10000218,233246598,1,220,741,0,741,1013,False,0,0,7963259423289463,2553,32893,500,34,0.0198459950781932,0.3629991267762165,0,0,False,True,False,False,,2.0
27,10000219,290683906,0,6,642,0,642,1096,False,0,0,3891562415285725,1747,15944,17299,17,1.5850284038849185,1.0,1,1,False,False,False,True,,
35,10000220,211135982,0,220,1048,0,1048,1421,True,18474,1086,6292693358951381,7778,73575,4476,75,1.093206106870229,0.7406698473282444,1,1,False,False,False,True,,1.0
63,10000221,240033905,0,47,1551,448,1999,905,False,0,0,8655078468509574,287,7686,4420,37,0.0597596095344969,0.4288293103923719,0,0,False,True,False,False,,
38,10000222,243875271,1,233,1649,398,2047,1333,False,0,0,4303491891179720,2219,9181,10331,27,0.1869221444209231,0.3294944592500802,0,0,True,False,False,False,,1.0
59,10000223,291650533,3,59,654,0,654,295,False,0,0,3859340153641547,135,20195,10953,26,0.6441425546930134,0.6728527193141937,1,1,False,False,False,True,,
51,10000224,250998106,3,191,1958,0,1958,1650,False,0,0,1553132593678136,1003,10665,17325,28,0.3160112359550562,0.4412310134668037,1,0,False,True,False,False,,1.0
34,10000225,296267144,2,17,885,0,885,1346,True,15536,139,7500942141052769,1138,0,6351,13,0.7090830073880922,0.9259375619186488,1,1,False,False,False,True,,3.0
53,10000226,246960684,1,78,2040,0,2040,1200,False,0,0,8198780927045238,2096,0,27792,76,0.1792569659442724,0.3448551459434905,0,0,True,False,False,False,,1.0
69,10000227,266882385,0,17,2270,0,2270,640,True,3691,36,8856225866059867,4987,8999,199920,208,0.4392748220942054,0.5130117070929565,1,0,False,False,True,False,,1.0
36,10000228,260529679,0,91,3199,371,3570,551,False,0,0,8744227585485965,3663,0,937,58,0.0045252583792137,0.0249613638558871,0,0,False,False,False,False,,1.0
26,10000229,256802956,0,185,1352,0,1352,1297,True,3778,39,5942824911650200,171,97149,732,44,0.0411511565357719,0.4137008199849263,0,0,False,True,False,False,,1.0
67,10000230,271605671,0,127,1733,0,1733,1574,False,0,0,245393132155130,19791,13495,7061,62,0.0657167321259051,0.1625244308769056,0,0,False,False,False,False,,1.0
71,10000231,243822694,0,209,2640,0,2640,431,False,0,0,5570836821444889,1559,18031,500,21,0.009018759018759,0.0280961399711399,0,0,False,False,False,False,,1.0
27,10000232,239287523,1,6,1631,0,1631,361,False,0,0,6699727367746202,1844,130186,34699,65,0.3273027401782766,0.5034933444930105,0,0,False,False,True,False,,3.0
74,10000233,272639147,2,108,1125,0,1125,776,False,0,0,5825431832812312,1821,107165,9252,42,0.1958095238095238,0.4924302686902059,1,0,False,True,False,False,,2.0
67,10000234,250553227,0,9,920,0,920,408,False,0,0,3920491060183647,2932,19501,4531,58,0.0849137931034482,0.3210962590196517,1,0,True,False,False,False,,3.0
54,10000235,279878835,0,51,1089,0,1089,451,False,0,0,2387508276817225,6440,50294,16776,48,0.3209366391184573,0.4637240968917995,0,0,False,True,False,False,,
61,10000236,293698993,0,37,3496,0,3496,1137,False,0,0,7754584726290529,5124,12986,12325,53,0.0665180691679979,0.3422502253343135,0,0,True,False,False,False,,
39,10000237,263304911,0,117,3385,0,3385,412,False,0,0,1876831608271721,1014,85257,15733,24,0.1936607582471688,0.4328320351946632,0,0,False,True,False,False,,
32,10000238,288448538,0,259,1567,0,1567,943,False,0,0,7337399205222999,4757,285596,6888,20,0.2197830248883216,0.3900770139090434,0,0,False,True,False,False,,
32,10000239,223732098,0,231,133,0,133,306,False,0,0,3621659143882325,1168,20483,81064,156,3.9070753807595913,1.0,1,1,False,False,False,True,,1.0
56,10000240,210986174,1,264,2080,0,2080,1362,False,0,0,5398358446177732,509,9701,21824,50,0.2098461538461538,0.5274952396686933,0,0,False,False,True,False,,
40,10000241,278654208,0,143,2280,0,2280,814,False,0,0,6430954497912799,3322,0,18694,42,0.1952172096908939,0.296100601307137,0,0,True,False,False,False,,1.0
70,10000242,298899843,0,46,190,0,190,1658,True,16264,176,7029271205397871,2065,0,3145,80,1.1332236842105263,1.0,1,1,False,False,False,True,,
61,10000243,260228268,0,425,771,0,771,1065,False,0,0,3752988322012560,8537,75998,2018,37,0.0707400007010902,0.3854944438602026,0,0,False,True,False,False,,2.0
41,10000244,285357498,0,69,1403,0,1403,678,False,0,0,8320048797888975,2211,18122,127724,129,0.7057081447838794,0.5513086589813919,1,1,False,False,True,False,,1.0
75,10000245,296884788,3,42,1209,0,1209,964,False,0,0,3585238600304436,384,24023,14561,9,1.338204209171951,0.9996106605122116,1,1,False,False,False,True,,2.0
40,10000246,289694801,1,48,1542,0,1542,517,True,17198,277,1995171523910292,538,0,2184,55,0.205388515505247,0.3832023837372919,1,0,False,True,False,False,,1.0
52,10000247,291745321,1,130,2332,0,2332,935,False,0,0,9501437483093096,2524,36973,15844,32,0.2123177530017152,0.3132099801518462,0,0,True,False,False,False,,1.0
35,10000248,247940248,0,142,4101,0,4101,1314,False,0,0,7139719126022132,2476,68085,12479,22,0.13831438008468,0.2637077132815977,0,0,True,False,False,False,,1.0
50,10000249,250060760,2,270,1025,0,1025,1352,False,0,0,1767201911166122,2676,95575,3632,37,0.0957679630850362,0.4388445762231184,0,0,False,True,False,False,,2.0
38,10000250,224509544,0,347,635,0,635,967,True,23660,369,190725873393049,1097,18181,4696,8,1.505511811023622,1.0,1,1,False,False,False,True,,2.0
26,10000251,274657836,0,233,518,0,518,1318,True,23851,507,3665380274812421,3103,138636,19305,31,2.1809689874206004,1.0,1,1,False,False,False,True,,2.0
32,10000252,218568064,2,229,2464,0,2464,249,False,0,0,1408682509522946,228,45021,16911,28,0.2451153756957328,0.310508119186868,0,0,True,False,False,False,,1.0
62,10000253,255135227,0,4,3002,0,3002,303,True,13166,286,2093556103995297,1546,0,43006,307,0.1419336077793957,0.51472382255435,1,0,False,False,True,False,,3.0
58,10000254,247108953,0,2,718,0,718,495,False,0,0,137124365858564,970,238,8561,78,0.1528640811370616,0.4918996313057426,1,0,False,True,False,False,,
49,10000255,295979171,1,120,476,0,476,1364,True,25147,270,2304120270615927,3371,150995,14936,58,1.1082294986960302,1.0,1,1,False,False,False,True,,1.0
56,10000256,253639158,0,1,3848,588,4436,231,True,29655,926,3874029907166906,1235,2686,14772,77,0.251993723138899,0.5418888889998229,1,0,False,False,True,False,,
70,10000257,247162866,0,80,4213,0,4213,1142,False,0,0,3224815542034030,2554,229575,11967,21,0.1352616052354955,0.2520840231416564,0,0,True,False,False,False,,1.0
27,10000258,245050544,0,70,2805,0,2805,1660,False,0,0,1095679756491579,2141,0,6158,29,0.0757022558239596,0.2495266823845097,0,0,True,False,False,False,,1.0
70,10000259,298062882,0,46,1901,0,1901,1059,False,0,0,5546234712476010,506,98752,7958,65,0.0644033504633189,0.4466074584985476,1,0,False,True,False,False,,3.0
47,10000260,297438349,1,125,1880,0,1880,909,False,0,0,8018103068317641,3293,0,30470,50,0.3241489361702127,0.5305721765794753,1,0,False,False,True,False,,
70,10000261,250103064,0,140,2744,0,2744,661,False,0,0,7268080815712901,4251,64210,7144,16,0.1627186588921282,0.1822285431717423,0,0,False,False,False,False,,1.0
71,10000262,235281262,0,71,2707,0,2707,590,False,0,0,5071380671307351,4864,0,12569,25,0.1857258958256372,0.2295927638618637,0,0,True,False,False,False,,1.0
33,10000263,230123169,0,148,2426,0,2426,277,False,0,0,458474362130096,26248,15829,15056,33,0.188063653850958,0.0923524194958655,0,0,False,False,False,False,,1.0
30,10000264,279429969,0,77,1438,0,1438,161,False,0,0,2588576694703180,9636,0,1898,41,0.0321924081549577,0.0296711218155296,0,0,False,False,False,False,,1.0
28,10000265,242252798,0,121,2422,0,2422,741,True,22496,220,5339627466621591,5969,6298,9272,49,0.1689613913277945,0.2847370306657778,0,0,True,False,False,False,,1.0
61,10000266,217620167,3,126,2121,0,2121,669,False,0,0,8327000466614590,10764,0,7284,69,0.0497714367710062,0.0672211631100998,0,0,False,False,False,False,,1.0
70,10000267,290535106,3,303,837,0,837,1106,False,0,0,1107977140049388,9144,14610,170925,110,1.8564679048550012,1.0,1,1,False,False,False,True,,
30,10000268,264237172,0,95,2420,0,2420,1186,True,4933,73,1949053152049980,987,0,4528,29,0.0946850954687945,0.3678006543562304,1,0,False,True,False,False,,1.0
68,10000269,298654879,1,296,905,0,905,1301,False,0,0,9497698731379716,20732,87717,27521,53,0.5737725424788909,0.6444867204139515,1,1,False,False,True,False,,2.0
59,10000270,252894071,3,42,1881,0,1881,215,True,8545,78,6984166123740779,25680,12623,5789,48,0.1055843522948786,0.3093788764841396,0,0,True,False,False,False,,
69,10000271,228781020,0,184,2565,0,2565,289,False,0,0,4332562389949919,192,112116,8805,67,0.0512350528061447,0.2330339427335869,0,0,True,False,False,False,,1.0
69,10000272,213416548,0,40,2678,0,2678,557,True,9317,92,7014262037087821,5247,0,19579,59,0.1582701484791331,0.3409112094868946,0,0,True,False,False,False,,1.0
54,10000273,297966375,0,51,469,0,469,802,True,30933,483,1602041813599898,3832,22319,11415,83,1.323091941326072,1.0,1,1,False,False,False,True,,
39,10000274,276756250,0,238,2560,0,2560,1801,False,0,0,9721170889480186,2789,0,2374,26,0.0356670673076923,0.1197941706730769,0,0,False,False,False,False,,1.0
65,10000275,249675382,2,46,2746,811,3557,727,False,0,0,4482217588397857,534,13666,7481,11,0.1911978940373655,0.2928627571405098,0,0,True,False,False,False,,1.0
53,10000276,244819604,2,90,2979,0,2979,1402,True,14557,246,820048067571236,3618,4730,10949,83,0.1268599068984902,0.3552559300923707,0,0,False,True,False,False,,1.0
72,10000277,266178935,1,124,2165,0,2165,1678,True,20703,176,9149611287942968,524,0,5507,17,0.2309197119956527,0.639599675299082,1,0,False,False,True,False,,
68,10000278,264304344,0,38,2023,0,2023,924,True,16349,389,8276970409531419,9203,114322,3676,30,0.2528587905750535,0.419655626956665,0,0,False,True,False,False,,3.0
38,10000279,262113377,1,7,489,0,489,478,False,0,0,6156078327488356,640,0,8085,14,1.1809815950920246,0.9531885755733231,1,1,False,False,False,True,,
25,10000280,214740436,0,42,1988,0,1988,906,False,0,0,5179624096496683,2713,17512,500,27,0.0093151501602205,0.222086221029883,0,0,True,False,False,False,,
29,10000281,288252116,0,101,2148,0,2148,865,False,0,0,4960478421702851,5032,79179,13230,46,0.1338960408064124,0.2378996546704604,0,0,True,False,False,False,,1.0
47,10000282,286778235,0,141,3096,0,3096,1066,False,0,0,6225936488208934,1586,69522,9368,70,0.0432262827611664,0.2350814652052839,0,0,True,False,False,False,,1.0
52,10000283,235489981,2,207,1810,0,1810,176,False,0,0,8688390624672879,5448,0,11501,16,0.3971339779005525,0.2787078754499578,0,0,True,False,False,False,,1.0
